wID,Key Generated,Entropy Value,Basis Kind
389,Quantum Key: 7959f8b6afba8cfeb94dd01bead9be77b3e2698ea1e545e6c11598166cb4c6cde06b6c317500c1a6364b036147a2e31e4a0aa15217499b5d0a4e1686c3c799a5,696770.644675,rect
390,Quantum Key: f3baa5c58ee65390c33ec76ea3fa0a484861d62361ec756f5928ea4cbb97862fcba24305501105528671eed6a961ac1b0257868cf0a7240ad11bcbac6c2ba3c2,227669.054295,ellipse
391,Quantum Key: 01bdc43f7e4cbf4784a264e861d0bbe2c0a88ee0e1191f5865fe5d372eeecd0002ceac12441ec1ea34c87f877fd3b41d2e76b4a9fbd21d641f4bb08301069fcc,132479.139544,ellipse
392,Quantum Key: 6049d6d281d7f9666022c5ebdac862097b574bc0941e228a07d89b28e66921addac971a37c49a3230941700c0db3aab131a184ace58bcec72d3e8a65afb57914,408968.407056,rect
393,Quantum Key: 246a94a05f951d5cc0a323247c79f701f1058cf45ae9e014150b1605b2be53a8c2667682f0614a55b84b99447b6ec62647ff4d8643f45b9657d2e02c595a1cf5,255582.563815,ellipse
394,Quantum Key: e183a181cc7aa2d0f9e2c35b5d75428ccf30c7414a71ad710ab1d33fac1781ea1888a889593f59ed922880b3c1a0a76416867e05127f23a2daf1df36d726a6cf,498009.517097,circle
395,Quantum Key: 743754806c1ed395539dee7e848d53f9d35a4d684e367ba682861bfc4c0c4c3f45b01c92930ee75a31faf0818ed5802fb52c6fb883fe5a811ff0fedd286352b2,235257.004248,ellipse
396,Quantum Key: 75268fd6ec8c7d8fbb701c8a33e04a992db58a4cbcfe04f6f84f67a15da1948388c2579cc002706b76a11e28c792d9e2d830ef54f31159be88271fb171b0fd53,269911.441257,ellipse
397,Quantum Key: 78665c69a9a1d550f8ae59e0c8588485a18bb1fa77aeb52a02ef65a0a96c88bf76edc29e39b4021cd0756b201ea22fb575e244c08fad8e89763987852c1bd1c1,431006.837489,rect
398,Quantum Key: a0d3cd5540f8369f39943a4846e1d3cc1fcded636a31ff264e5fece39a5e5e0f5e12dabaa8c496aa658dae2fe190d21853381251236ea42782b64c26c460188c,334242.314267,rect
399,Quantum Key: a134a05783e297781f8e9a0425a0062795cac3166a7ae9ef602634dfde0f7f71942c168dde6971686c6d90508a77e629b19fa95a54289a153967c7dd3430340e,684595.829869,rect
400,Quantum Key: f34c870f08088b59d3629c3fa8cc0f6a01463c2b0b8bbd792fc920704081688e471c3c9626073ebdf52cf315dfcde4477b53793fb93def46835a8ec4aad83c06,669718.474543,rect
401,Quantum Key: 0bb2e131d13b6f898cbae2560280327c2e9e15d57bb319fe4e9b7cf1ae2c972c206904b97ea96aea0e25c3f4d7a5a7bb677d55d3a3bd0e20c7b1b3a7a4b569c1,245441.751027,ellipse
402,Quantum Key: d9dbf4d3061a777f2d3a746b13b1d78489599d79b9665f1e817def4bfccaab681cbbaceeb093a105bf87daf5cb5a495824b930fb32dbf266cc48a5d0025eb92a,284554.354433,circle
403,Quantum Key: 1b60e8eb429753fa0938da07da9b30a72aa095ee37cacd005182c8826ae32092366cc5f4fe5d56e89eb0816812276a3272442773b212e3a0c92c0c2f50af5307,640630.194712,rect
404,Quantum Key: 098d0df55fda733f02d5a813245a56c16e6943b8e12cfc7c122ff14773967f6a4e3800142ae353d9e542f5dfb176889faea7ff382a1ec4799b0fcb0d4793e49b,279600.160706,ellipse
405,Quantum Key: 14547421f207df2de96975b856ac0c7dc6f079449124b9ec2a18f50a04fe3a333b349afec27fa63ff46336b1d586f5eeb94bea57d023fedd3107e7e3e926d9be,194411.077060,ellipse
406,Quantum Key: 168aba6719231c1bcf92223496c80e8162ede1d3a498aa65f6eb21b7cf1839a08d8eef33eb159e5015e757f8b5137b80c67cf0388f9bd86fdcbec317820970a8,499906.108691,rect
407,Quantum Key: 669b2981e49e58c343daaf274515c1d0d53aa76746e1befd217dc56417b9a85290edd68060b897bd1ce18ac3bb4ffe63f453742b2026bddab8d81a0bf7a68571,494566.272787,circle
408,Quantum Key: 64801eeabae86c5892388fc05f11380a6207c452f399f46569633d4c442b4e7a6fdbbce1a850326ef53909e5300bf0967b3496a8f8fde20293e1c55af9bcea37,699744.054045,rect
409,Quantum Key: 2ead2500cc0e30ade1a9e7036534fb51ff887f3170e83bb515ffa25a139adcf46b604e08f0add76c766d9ce940e1feefbb92e41f8adfd9ee0406f94882c0288b,309303.469148,circle
410,Quantum Key: be459e5663c634f39370a5efdcc6588471d9512d492f476668afc5ad7ba4d0f1b081231d68b9f61f0c2485f52f99fb3754a607f12b2a30377af2d00e94a0f0de,230751.843666,circle
411,Quantum Key: e16c94238d65efd3301185522316c555088b268185e0b995882bc609f4efb0177738772427cd215bb85ab8570a79fdc08f1ced08911446311eed678c5ac4eb5c,113483.333869,ellipse
412,Quantum Key: 2623121faa6f8b94403ce67280daac9f6cd88b876671ba980c8e28043ace9a2416e809cd8a685bd4b42df069967ab2f24496a102406f70bb60eec22163df6919,503823.740725,rect
413,Quantum Key: eeace914dcaf6a47b0e821b5a91295d0b8be6c6a29ab700d2b6523bb9d809501eff415b13d8148f1fbcfa02a7372e00fef12705bace1bad332e149c965547377,117489.308428,ellipse
414,Quantum Key: d20ebc6b5bf3e6456f47e3a248847ce431d4ff1c63b13588c1bbb5d3733835d9ca0b7dab6616f5d1c914fd70abe0ba144bc9588308fe1dc85884d6a70ae94ec7,116097.732283,ellipse
415,Quantum Key: 1e690886b50096ccba759c254428e230ffdac07ae2a9ba6e697c2f9d1d1c3702c71502c3e4e64814bbd3f72ccf14b27dff369e092147628b931e0a8adb9d8177,371074.808308,rect
416,Quantum Key: 10ba6b49337547d2773c0153fef2ec7785808d196f939dec45d15b99cd9f6378e33e3e3806c9e225b1df61e2404e60df439ca7cb4bb03eec64eeb3336858572b,512857.938390,rect
417,Quantum Key: ac21a77a1151d7d89a572f91872870849aa7127ba8ec1da959938f21053292637051005eccac8a57aa049f374076050b8fcd56f025744aaefe8402abc8c21f23,244565.015759,circle
418,Quantum Key: 51db5ef9e32349d1492e4c87b69c242cee2cadf7b37b470843eada466534d003837eb76ae58f94ef78d17bbba1ef62fbd835cf1e88cbc11d18e0bdfa904ce427,255072.273809,ellipse
419,Quantum Key: 3dbddb70a7ee95536ec7bd1a21c85aa1ba72452f7a694b3465bdb25fd5d8d22f413443586e6d67b6d2a84a64fa9f6a2d8b1fb9939be509cc7a459726a09cfdfc,239453.191161,circle
420,Quantum Key: c6847c2fe0673a62eabdaef654346f685164416359a0061d70fef692d947d89c3f062bca27bf814bcac1cbad9c3a415d13528e6e2e038ff02dfbef3484788400,214710.028727,ellipse
421,Quantum Key: 86b65085bddea6fd253cadff60326dd6200dd93380a3586a0adcf30a6161709638b71d0dae9f23dc30bc5d4a0407e1ae3b2b82e9b9c7075a7ef9d2c076c811df,536161.451602,circle
422,Quantum Key: 416375c968a3c837fd59dbbc0988a5ea2bab9aa4d9929cbfc0c41ea0ebcebb8fe22ffcf0c443e897c5cd804c7e3ee1d1518b86dbb25e60e1c2982610dea3399c,229240.215777,ellipse
423,Quantum Key: 3c9556be2cd65ac72ab887593417610ba9626119afe85abf0fe096713e575cca1d7553f1debff45050d27eba1294b46a944f2ecf3b69f60fdd5f8f910a368be4,131903.651580,ellipse
424,Quantum Key: db4b97abbba2aaf88b28c20afd276f368129dd850701ad6ef35d922a630e0b44623675b08412f3dce8985832bd1b354fe2f6ced8a36d7e1b5e22365be01aa5a2,182365.313945,ellipse
425,Quantum Key: 946b99fe07c810382547d9a821ea12add8607215a47486628cd325cfb859e3523dd7dae83f8b053cf9a1c27a4e9f3ca70524ddec3b07bfc66681e9c6bb7a4462,231826.060959,ellipse
426,Quantum Key: 0d0259d55052c7f0350b82c7b158973256fa40a9ef8c92b1ac415b9a00573485b93252bc7dbd5c28129c7494aac556473b4242939a9e81fd11a62a6134ab9f22,417924.532229,circle
427,Quantum Key: df31ec3eb829d84a744c6f355c7894a4ff6a4ef94290016051c5a2ee41a0a68d7711e70e870ad9883c30334732c4522fbecc3124407637c8e90e5c21f92ef4f2,207730.268199,circle
428,Quantum Key: 98803b8a4f7c526c7c4144f3a27d798439966b834e35ff2a838611a02a8197d89c52ea8c720f0e60bb59e1548adbc0112bd3d22161ed87ae3aeb821d42b85c80,510142.538948,circle
429,Quantum Key: 779fe3831d5e4548bbea85a72f717620d620d7cbeb6cabae4f764dc2294496739c1c302737fc3ee4fae4536417f1ffe0c75490bc6330988c88a5cf337e3f1fac,322090.196301,rect
430,Quantum Key: f7353c0494f9c076cb33e2f78c43ade3b7a2531a599b68f97bfcf2165902ea9f6ac04788ed763c932f2030edd95535df60ccd9da3c20c0a1e75b4a2afd2c68cb,118699.188677,ellipse
431,Quantum Key: 0b52a5bf517f3b780b204e72fed12db2c3f1d50273c8aa73567ea2e6494890ef294ebfbcf6d3bf83d51df31218101b8e5acf5aa69f1f755aa691e2dce278acb0,118385.489622,ellipse
432,Quantum Key: 7d5d623bd8ee89ef77fcdcbc7296bbecd596dcfea5b9883ab68ceb17f4b06a9a65a297205c3726892516f11a59d51e16117622970c3fe83c8c04a7842cbb9ee4,196563.680426,ellipse
433,Quantum Key: eaf2fb6b2a68eb1a71d8f7c5f7faa706fc1b8721d5536e62c88b378637c35a940df040a3b44023c845e117333d52150ba5c2cf73ad8d01254ba36e516655ccb3,193580.146838,ellipse
434,Quantum Key: 4383c13ec3aeda770c8bfc3fc2a6a06bee2735d271c19a9bd82aa6cd5bb37eae6093c866002f3541500f85cde0c1153e4b0d3b86f830a1509a0863b437b4ae93,179140.255572,ellipse
435,Quantum Key: 7af2043b2521f2ff0502800bf5f70e4c31fb71a723271de0a7b3db2ee98db75545584f6f00b83484fc6fac1ef860d574e8b5f7ec2348aedae63c38d861de114f,447514.960944,circle
436,Quantum Key: 520f91ad7d7694c9c7d4cbe0b66f803703eeb9a05c2a5677a6253115ac07a693b2ee52c509d12760a1b64c515928622117978186703bd5a41a9f6f0ea7044015,272997.458707,ellipse
437,Quantum Key: dc50f19476b735d1207667794b01cbf4c681c1d5281734c76fe4b97e28058676886e811eacdfa17bde9387192e86598a4601b997ae9af0e230ddb23cd549c052,222454.189269,ellipse
438,Quantum Key: 1560fd23af5cc1bdbef8d95f00b1e963890b0c1f83d45d7833f8748196e115a7d9567397754e882a7c818c6160eb27b5182f03c1df54eb58d0938c26d88d4e85,277529.981683,ellipse
439,Quantum Key: ac5456a7c6d99768ef058b4c8d54905c4ec84b124cdef166594df4da4844d8bc44bbff6df23ed1ed4a7517616d3a2b611446032270075a38c2fbba08c23ecee7,337965.441721,circle
440,Quantum Key: 12dbaea8b7b35ddbc578ebc1733a7b246101fa83bebb03724ab572414d1f3027c27b2564ca5a38625e7e7427359a225efd74eafe3b3a1e3010875143fc679e83,272557.068310,rect
441,Quantum Key: 17b2d933d5edcd5ec795674ce3a7b50b97af98b3ba2a9ec236bb53bd719e0ee72615e90d4ebf9c4f721eb59dcaa0745896ebeb2d458f52fdcb2895fca1313201,117199.281513,ellipse
442,Quantum Key: 7f183e9043eae1a50354a6bb063a1ac3bfc147e37afeaa1fc4bf981290d3d71889a55ea1a8b0d94dc871dd4c9b699437f9cd974ac8fc0f2c5ca0a539564273a6,159575.067538,circle
443,Quantum Key: abec274750afd57e46437ba202261972350dbfb9445825448240c9bc646e06aab6a3c43164507c2bb0cefd79cd9e66b577c3f6faa8e218568b58b08c8ac6cca2,161025.951197,ellipse
444,Quantum Key: 7614cc3fcbff478421608f601f288d38ef27697c0395c4b0d8bfa33e9b16f24dc55217216ef2a835f6439800f55cf1e529395089dd8f6884aacdb1f2c020f8e1,244950.407789,rect
445,Quantum Key: 53b0ab8b170888f5bc8b80e983504eb9211296d2fbd1e36118a42a3f59ce7072fb9bdf614255d5c64f660422ac2c97b79f53deeecc70ec1b399abae044c74db5,98688.512421,ellipse
446,Quantum Key: 0397fd232f1ab6757690fbb3cb921ec27756c8e7c0ce61708b0d27a90b51c840a0f1c447454734fbe756e5d70e6601d21e6ab4a467099e4ac552212e19374a4f,613652.643419,rect
447,Quantum Key: f7c49316549f4e6c9980fc6699c5f36d48741398b54925452a0f31f68afdca51abe3170e3d5251cf0a8cd8334ca751149b5c527aae2c004df28f285daee714a3,172613.483549,ellipse
448,Quantum Key: 8e20679f0060a5175d8e6c0b22fb344c7e3988f846446b9f5decb9d4979045acd51eeb1f796bcddec27ecf55d6dbdac7331b72338c656d8a5df2b0619ffef356,513819.988528,rect
449,Quantum Key: 96db3ad1fa0e254a355960d2c6340518f364bb418dd47deaf029fbfd0721db4d3a88a5bc4270dc6e1c7140c9804901ccd071d0825c56fe67fd90592abd1a8f4c,526039.648011,circle
450,Quantum Key: 8f6eded1bebffd9504263b6b08a55c48698842db98bd8164fce0793fe335ad370a8f015092af2016fc826c4c037a7160fb00429962c480769de17b6cec22bd9a,529058.162039,rect
451,Quantum Key: 1a200db5fa7b3579fbe673310ff0168c6276b7559fd5a0a1c1cbd58efc3dde76e12bb5b744cff648e7031cef771aa3fda929e838b4894a87eb0151f0b5e12d24,198115.996140,circle
452,Quantum Key: 56f1fdd035521cc482f510d36c161c26a56a6e0f3d1cbd1837d3bcb4e9cf759ad687a72235fa055e7f95b4137fe4ef675d0d8610af3caac9f7fd646d8e63554c,167637.575438,ellipse
453,Quantum Key: 92869ee9643fb5c30953450a93fbb026dc9efe876c131150924f32a184a964ac0a4c34c6fbe6f86a687629dedfab52bcb15bcb7164234d4240e72ac8eb02d78e,279290.383329,circle
454,Quantum Key: 271ef9c64e0491395e67a81c739f54dfea81931dd83f9fea285e692fe2c5b44dc9e31e0fc07bb405df5c0ddd54d3f7c1eb9983ac1de025d20c91755a00e8f552,225225.773249,circle
455,Quantum Key: 549dd76e7cd31e6f7184f8755d483c615e1b189ad4c1d5288949e054d0935b69d6c92a4e698b6e1bd20574c99e00210da531e1a94e36a1f6686910c337f19a19,558921.953005,rect
456,Quantum Key: 051a41345897d5c46c8b76441171e8fd5f9fe280d4547866e09913071cbcdb521e073a7b67830aeee9d0f8c9535b1afbd381e128572b67e9bbc5eb607fcc3329,224159.568897,ellipse
457,Quantum Key: a61850f4923eefa4c56d12096dae406c15c7efc88aa7392e5fac54b3256077b3dfd5a4599e24ac3a732ccf1c1d5646ccb1057aa6ff0ccd351e9627e1ac86777a,704654.366245,rect
458,Quantum Key: a3bf2a188d6864698f7639e14b185c3d2e68b10241621743433f37d5205cb4b7fc3e5deaf8c552d75d8c20211794583018b18df0f807a42b485bc7d17ba8812d,381744.831249,rect
459,Quantum Key: 0e728b2c6f7a27becaf5ce22933af7a97bc1af7ffb57fb2ddff489fe8dc6a29f83e73d7e7a6e93ffef544bb4f6b051ba17b20f1ecf3beb48793268bf4cc0121d,252333.040019,circle
460,Quantum Key: d4f435b869dd38c5028686dd316c6818dcd4fd04ffa0a6c654765167323e76d6c60f81231f4e58bac3be8f802a1eda96c9eedd5ac290967fce55842584cdb85d,196071.576989,ellipse
461,Quantum Key: df73de177bd374bde9812667d5f9bf94c8312ed8c333691193bd528a7523fd1b0e0344966b42262155e63e53a261de958ab92d2ac4658a7d1ffda6fac95e4098,572404.285133,rect
462,Quantum Key: ce141c2cc516f166064a40cec44cfc2dc9b6f8b3f0d8c92a34556981fcae852347f96d6bd273f73d89f4c7ac4f95c140e59c0012e7c3664b8cf65eaf24499869,241050.345338,circle
463,Quantum Key: bc16d9710d554fe9f305d8e52854123f9c78722720d3328fe95de8457171f2a59115bba3daf6771332d3add60a870e63d515f58ccd36a5daaed6964f91f4274a,291179.744311,circle
464,Quantum Key: b22b035dab523d803892c3f8b55823365240f61279acc55de881e47f6343239fef7651948e6f11ee2154ec5df2726fc09b9ea19dc2fa4b543550d8df864379d2,463978.959634,rect
465,Quantum Key: 22223ff457eab880729ce71a6128b6cf97b180f18c60607ee053ecd80b1bba882b0bd6035299fda98e6e4ef39ca6f4dbff7625d2913c31773281757d7365acdc,172153.807510,ellipse
466,Quantum Key: 05394426d2eca905d09410198198031ab64a361cb9f108f5d326bbbfd885c89889ce174ff691c2caa12ae4fb2465af0fd31c98045070ecdac820b94264244dc6,329588.859420,rect
467,Quantum Key: a5a598e94a0489fa4221df9527cd86ee49548ee107d7a6896ff9feaa5b92d573e28c26934d47c01c7f1ab803f40c7eed70fe4c98f63179f2d462ace61505c838,84705.595187,ellipse
468,Quantum Key: 16ee7271333273a075c5f17720c3f1de9e807d9a43ab28ef518e71db0f8480d6206586b38a98596e682fc3b63b263d9867014122cea5a7170d6a64caadc8972f,222669.400423,ellipse
469,Quantum Key: 93a58e66c4943d22e1d2e6b01a4016fdd3b43118e8f97e64bc8e76a4aac2998ee90c4aab17c4775634d57c1e0e5b0ddf7984d22091470bfbd1bae4e7514bf802,185125.834957,circle
470,Quantum Key: fc5f86f6508b6754a6b2235658ad83eec55973c3ce38da568431906008650a48ff1885d4eac7a405ea99d30b2e0540a8a190fcbc516e8860bf039bf24bd9b00d,169989.375331,ellipse
471,Quantum Key: e3e203d346cf8e4dd96477f6ede6cf9e6ac9f93207daebf08e58585b5fd8fa04096cc291a5db92bd363a4ee89d3918717a3bddf1ab5b8732cb3a26ea920231ae,257016.039381,ellipse
472,Quantum Key: b0240cbca5098a8ace3f15d2d62726c9682bb74626fed06bbe5eb1e0600af51775773b387f2a1b77274e1767b415bbcd3ede77eff890c93f3d5f0882827621f5,387934.609014,circle
473,Quantum Key: bed2506a948b9734aa5b03d51b4e800d702b8bf050e6c914818745086c68583009637881e5aba0ed0fc95d479605427405abc7cef02298f8378b64966f818181,692936.753832,rect
474,Quantum Key: 2f9c86ae2e28b014e1f4e9c6467117fc2c6a5c2366a3d8a6ccc361ee9255b6b0f8b8635af174be7408b3922a1552f1e62826e73fac7fb95b2a60afdb9e81ca82,451043.348653,circle
475,Quantum Key: 537166f2ac5e7edf7462598f829010f85f46778bce5fddfb9fa4190e13bbd65b70ddfc4260144bff42dc2cc8c234fdef54e6815272faa107f17ad5d86b678633,326064.689392,circle
476,Quantum Key: aa786677badf2e2339a0505a04fb1bddacc84bbaaea60e8367da67452ac8ff982bb3ccc2ffa041445cb8382c4d81301bb37bcbd5911a3e364b3ec8aa105eef96,86827.623906,ellipse
477,Quantum Key: 9783c627f6d0074dcade7abf944c7f8513fe3c31ca000ef487d65f565ab87efcbb8aed82e4306abf6113dd461a7788bfff62c35360b6b31ef3fd718f639f801f,177637.164310,circle
478,Quantum Key: 0bf0c5228b1879e0e961a3b7b86b85c9491f18430e8c6fbe3303c5f25bc72b6f09cd9309fe6c4280eb38eec9bf0ebab829d13f1d2be4aba3294980f1c744c9da,243353.359736,circle
479,Quantum Key: 808f754bec05cf5c5221f968e424b2b5235706d3d839ef25b83fe6dfe655373a4beccf8fba8f214546c92ba27a749ced702a3ff48cdfa5b589f47cc414c99b47,112256.968858,ellipse
480,Quantum Key: 7784bc1d4e4b9417132ebeff11c7a0c22f2bca7cfe67e57d0bfe1337b291b13c7243719167026dc356e9894e82f4ed1d58ed9d17fd10e0238644afac6afdf9aa,267466.686292,rect
481,Quantum Key: 9aa390ca0af2566b262d174ac1912be871694ce2d6e8deb7290def123ea1ce57fb43eaf9df0f2b84c8938016ff3ec1f6fc9c9daf4bfcecfbfbec17739cda45dc,98683.776606,ellipse
482,Quantum Key: d850676c1c471150aa7dec819cac8e04c4802cae9d3ae8a01a65fa59864d4ec66a407e6f93b65a1cf14bf918a644dc350227896055fa68b26acd2c0d03ade64a,541702.178156,circle
483,Quantum Key: ca330542cd275cb43607190d77d9af187dc661da7fb411f0a2de5858f3206439485d5fc3a13a45e0b8a79e8610c6dd3a38228f1156fd735c2ffa414c3a7a3d65,271341.635896,rect
484,Quantum Key: 272b1e06b7cb3e3efdb0032e2843c81e1e14023e00dfc581753565093e9c2a8a5cac4e27ff114fc987e6b6ea737f037f20ec1415b33273045263d6f228fe3775,172225.199867,circle
485,Quantum Key: e0d9996996da9d33fa7cd8ea8c05ceae33fa67196926b5b0c014b1843d3390c6eb42f0d4fe7d1a02b319f886322a81b83f335d91d273fc512b2a9406b547defc,277571.648562,ellipse
486,Quantum Key: 654db040a77f910d6ede149092c696aaaa13f3622972a4fe6205a737a6032dbde40d95ba65dae472b3f0331401930cfa87974c241419337581119d8ea839d98e,504847.103440,rect
487,Quantum Key: b667ce5bd17bc8166c7b3eb72d9970b78a9ed810585f46a092cefe0bd59e205bc74785e4f91896be6634641555886e74e4a77bac426e92c355ac40395bfb2815,356088.629215,rect
488,Quantum Key: ce02208b210c611fb4d76ba4a81bc750acdf97d39957bc16d447c2fb068c1b99a65a9ce41d04305d14ed1923e7c5d8bb9db66bade1fd152f3883506245bf740c,234165.141262,ellipse
489,Quantum Key: c0b622674e15314b39703cf08a2bf10d35bd05bcf188f947cb364e96485f792d9303a16851de1eac1dadd8b32a0969bba80cd00e9be00ad9db3d995b85a176bb,331545.050154,circle
490,Quantum Key: cf7bf29d211002328ad99594a762e72e92c2ecfaadd69f4c8c7deab24e3bc34b175a9f75bf39e5e7fcf188aaf22a4a7a428b2d364cce73f7822f1f3b316a4555,240566.108736,circle
491,Quantum Key: 23835cd9c09cf4e6fb9bc99d4242ef7627acb95636c35ee614aabc1909649a8b8f025742a9839674f64d38526b5a7c111dc438a713d18391ebafafc7df9aa822,167514.415825,ellipse
492,Quantum Key: d5e7babd9ea6c18fa4e0cdbf6ef5af2b4354973bd122399a1e092530aa1a7ca2b46d5ba9d11ad7f772a5774681118bc381e6c36812170cb08be7653f3932f085,239388.218919,rect
493,Quantum Key: 211167b658cd218f8bd7bf9a6f640fab76f381b5c328a21f704f2067fd012e9f0cd8d28e596deca7e8508bf5ba422ddecfd2a2c3af6af5110109a3cd8583ac94,430968.517730,circle
494,Quantum Key: 75670bb133dbe34f0aaefea2fa8940f97374b2c8451d15157d9fa435b4832de81f35cc86853dd7487dec430997f28988dc9075a78469bcb77f88eb46d1b7116e,273273.754542,rect
495,Quantum Key: 2d05433a80a9682d35c809c19fbf90f7731d5bad666a67d984ce7988cb549875d7acd0cd6bc92d9645e8b75cb373703cd7eb2ac7b86b157bfa5e608b933db5a1,88221.567657,ellipse
496,Quantum Key: c2ca0e1ca5f106473df19c4c091f2203ebf77464c9da531102f3287bd5eb1e687b4f5987aa427f4f86432b306ce1da828eb93846fed99a624fda995288a18372,250224.617716,ellipse
497,Quantum Key: 6cfed56723cf4e86619d72930e64123107e9e2369133b831f1e5e23cfd506b9b9fc4350097014530244ddec04b11734b13b478d5ff474c741b496ec53731041d,649530.222265,rect
498,Quantum Key: 7592c3bd12d931fff5a6094b81f670c6a40e93d545e8ebfbd6272fdb961c379d5fe817dd2a378895bae609fc73f262f1456525b2bdd7197da90117bbbdd22376,441648.886488,rect
499,Quantum Key: a059d9f7d96c73458712df74c36bfa5b38eaca2e3876bab83359cea4e014eb9222e4cfa07224df11738c8acb6f150590dba42620b8c0b9b209a7d6aaae6c04b9,220196.162199,ellipse
500,Quantum Key: 4b374a214892d8e11d53549dc598d5cc3befc4cda99f801e16976b6c4936bf618b734fe54be15dcf6368ffbd1430c11ebf9407479cc0f9a6096c30cd1813d592,541029.632204,circle
501,Quantum Key: 261808e62b3c39cecc23f8f37ca0107b0f2f479619fb685726e4143046a2c7192934957e12766677871487c83d79fc88480d0e389af415df6b84df81178ddfa9,262297.132434,ellipse
502,Quantum Key: f244af5d216038aa66efad4e72a4d1c9d3d68426a6081cd54d42c0d5bed55eab0c5cd96a3a1915fa14a20f3f5cb03150d31946d5033e8d03b6def757939d59ef,99991.805971,ellipse
503,Quantum Key: 348e8ab14ab83376f2c977578e74349f41cf614881d623c036746e57e0ce3abe134b99cfcf51a6ec28316fb40db7ff8f954b37c5677b49c995c51d8a653ab15b,151777.299191,ellipse
504,Quantum Key: 58b9c8380e11d74d4cdfbe8e7abdf5a6442153971ae8dc406c11741a8cee417e7a50c3b52d33d5d2ed25d4e9f1e222e19f6765edee9a514bde090b58a39ce277,246053.960877,circle
505,Quantum Key: c46ac4ef36be1d29a009943627ed7fb3352e9cf5bdf2e3848c675e364341866ba9a4b171aa3179f89c2701cda7caf2c6efd557a8d6ea4fbae9cb62def8215881,352881.225037,circle
506,Quantum Key: 8e4a3e7e5de6f7511e6ea7adfd21dd1d3a635907c62dae6b6b0d731217d067dc6cb13fab6755b056b10d0ace5dd74910475525a393f367b9b509019fbfbbc7a7,534910.292820,circle
507,Quantum Key: f09a67e29aa20c78870aac1f8353fa6ae675f584d6d25e8d1bc91a6162c11f6d813326975c274811ccbd85c2035c4fd5f123cc48d1346d3a7f0623517833af7d,149768.038533,ellipse
508,Quantum Key: 0e3a3d833c550586f73285af42754dde75be7aea8f8833bef916912d732e0cc1322194bfe1702a50708fd450956218cc81a3320cf6ebb3586967aa7e46b35b1b,99878.155504,ellipse
509,Quantum Key: 7f94e9635a862fb949a600befce263b12271081021a91dd12cab85584d92eb10af6dc460a063ef5c9d4054dc735bfa25942f8df0bc215629e0c7a84df9722f92,463168.446421,circle
510,Quantum Key: 1c17f8803ed5ea29ffdf85ae4a915e447a096110832ebe504353c8058b66bafe554c9144dd46d2409132b4e3f11308c7ea5713de1ae01b4abf4a5f43c0e20618,153976.935681,ellipse
511,Quantum Key: 8673d45a972484ecb0a4d049ad91ca2e331c0a0dee82616b3c4a49f2ab70f3d6048e5c4c3ca7e452b3c05e3026c20bc01d61aa55d4796dc9c7d17dd73310cce5,426379.197563,rect
512,Quantum Key: e7937f248e398fb9777eb726f12f3b614d6a560416838f88b5326b492763a02ba8b42787df06f2daa7001fff6f85987823ec936ec9e2530e2b1ecf05e747fb6d,215493.638946,ellipse
513,Quantum Key: 1e733ef4d955d29d39cfe87629ab0a6b26310342b551a9fc5b715af757edf3e157e695ee6494f620b82e71765119ce58719d7f6ca0832ca40f2e715362594ba8,195689.395198,ellipse
514,Quantum Key: 114f27f1f47fcfc2365f36221f8aeb7dac9b926ff6adcec8c67b11d13b4021ce66bfec39a723cc4d52309f2a0e4b7e617b14215c16f7ca713c0fdee185e5efd8,103521.760032,ellipse
515,Quantum Key: a7b65f599c804a07f1f8c33e200a66a2a8bfb7960b02c7670675a1685ab20759b9955051a4a877da5150fd3cba31f615857982f8b69525d38aa0f5acd5037b58,222167.669252,rect
516,Quantum Key: 945d3c217930d22ac455f4f186b4cd9d1a996bc55dffcb3875edca0c36d2956dd01012796a2d9b8d18823b97f22bc27733d4e4da6223edeaa39fce2aae92ff74,417811.292953,circle
517,Quantum Key: 0cb3218f6c201724cf24b1d02630a52b78042713e4aebc851c63da37d83ac634430089e40c422d9ec9f5df04e1e38baff9c6832187917e0d10560cf53394203f,81798.592743,ellipse
518,Quantum Key: 4459dfc39e2cb28b12181cefdc3163eaf3caadc7a496c1ce662ea5e83c8767217fa7c098e5381ad05e91d5bc8592eb36c446160db08103b08e332141a8205036,229405.798345,ellipse
519,Quantum Key: 9df221c8382c15e9e7a0cdfa519dbcac72ccfaf3b36da9d34f3e688cd7e2ec781509e876946c4f1a3795e585c02ea94cabea0b9e5fed67a57ca52cc3b4137aaf,585457.511995,rect
520,Quantum Key: 6aa7f18d5db24fed2605c51d5dd66491378382870bdcdc9e2f8787888bdd3239d49fd709254374abf5a2ab208bb006f5c0ccaea3f21fa5f05359a52c3bc1549e,297360.319032,rect
521,Quantum Key: b0fb82cc5238fa6475d08f4b4ba9b093cac667ca346f4de5729d3d031f09ec52f77bc37e6eef9c16d55ad9616ed031005c739b42fab51db72740a7a005ca100f,695722.985085,rect
522,Quantum Key: 272acdfd89f3c931bf5345b5fa74c56877e7e57242a2a7cf5c69a1f97ebd143f79c60175d02b318c282982875c38d11b2ac975d2f12b92f5397b93d42f1f3f2f,392451.075390,circle
