ID,Key Generated,Entropy Value,Basis Kind
320,Quantum Key: ba8988350df43bbce7ba26c6fc03b2588300da0c42a2165f3b82648cec9824d7,Entropy: 1.64 bits,ellipse
321,Quantum Key: 6c6237dfb97295a76cc2c19f15252d97a94ef8a4e649d9a909f3e31ac20bf044,Entropy: 1.63 bits,circle
322,Quantum Key: d6a089e01df272b5deecfc5cbef2b1b4ba0e818dd87273d15f3acd7b5f49b586,Entropy: 1.73 bits,ellipse
323,Quantum Key: 38df85fa371405592d0a47f91b66554af8002052050c510a2d26174bc03358b6,Entropy: 1.52 bits,circle
324,Quantum Key: 47f45fa21c98ca24f8ed6b4b4f456374b406d835ad949ec90e3e6ba792b71ec1,Entropy: 1.70 bits,rect
325,Quantum Key: bdef66a6295e4efef35993b681ec3788c4e5e3f1ff349d8f0a0852b9f77a48a0,Entropy: 1.68 bits,rect
326,Quantum Key: a4e719073e0f5efb7d777a9b40d3e6d40100b09444fb9608ddd1c67f4f018e21,Entropy: 1.66 bits,ellipse
327,Quantum Key: 12a3d73d4154f4ee4434357745c4f355d54130a03286d9a5934da6d9551f7bdf,Entropy: 1.62 bits,ellipse
328,Quantum Key: 25799271c1be3a9d6d11b4ffee52daeb30254d5c3a163bfcc041a665a1c3d545,Entropy: 1.68 bits,circle
329,Quantum Key: 499c577c95903692f18d11024c7233162782728621cb8c6046d86fff571ae3e2,Entropy: 1.68 bits,rect
330,Quantum Key: 9d3beaaa5283066fbab285de6fc8ff6fbe12463190f2f36994d70de099d190bd,Entropy: 1.58 bits,ellipse
331,Quantum Key: 5c8fb733d98291b71dd967a0ac75d7c605d00dd0316c8542eda5aa036f63d650,Entropy: 1.64 bits,ellipse
332,Quantum Key: 4287ec7b8f96183700c5ed5e2c0389c33aecc3070d698d15d8a0663dd5db9a49,Entropy: 1.57 bits,ellipse
333,Quantum Key: 3068909ea8d81a93c1e063c744393061c5d16c582dee99da6402e9a958a625b4,Entropy: 1.51 bits,ellipse
334,Quantum Key: 93dea09e2cdb1173778cdbe10791ff5b261e23d302aaf9f9d92cacc7de6d5768,Entropy: 1.69 bits,ellipse
335,Quantum Key: 1c6c80879c65db9b7d2c0ee2d8161d11f90168c07920f1b2261fe9969c44892c,Entropy: 1.69 bits,rect
336,Quantum Key: d80de8bae6cc2af2074400c4b2a5831ac7a36996e7e9d18164f2804b3673ab41,Entropy: 1.53 bits,circle
337,Quantum Key: 8f080e78588459b3fd05f2c84f3eea02c36cfba53f380f683c53c7e689a2a587,Entropy: 1.66 bits,rect
338,Quantum Key: 0645e3ec38515d35fb5f2e11b426888994ce91b0ab303ed249f4cfc21ab7aa30,Entropy: 1.55 bits,circle
339,Quantum Key: 853b975ee69199b52e1af95cebb588f49e6ebdced4c676f6b6e8a4e3608e31bd,Entropy: 1.72 bits,circle
340,Quantum Key: 6760b7f1f587f5ab65217f1025075ec46a2a724295f25501ce2dd2bb48e144ed,Entropy: 1.58 bits,ellipse
341,Quantum Key: de52971b6b85f0c198f8a4145c4e10f947da3aeb01014ef51a147f6ad4eccd09,Entropy: 1.67 bits,circle
342,Quantum Key: c7213ab1f1105fa40b88f437d708f8a58634bb4c6e5c3064c38b16b2dabc3c16,Entropy: 1.39 bits,ellipse
343,Quantum Key: 0727e65a33dc2558fe7871bbed2f462d615f89ba65078beba33b4faeae463089,Entropy: 1.44 bits,rect
344,Quantum Key: d1f50a5c4368d74c9b160d271378c8962415618e43d76cbf90ca1a19a3bb55a0,Entropy: 1.63 bits,circle
345,Quantum Key: 521cd4110530431421e02c7bb502a4c540a6774862137a152dd6782596760bc4,Entropy: 1.68 bits,rect
346,Quantum Key: b61c20607bfe2c1a7e13308884198f88f99adeea11afaf61052c3c88c18814ec,Entropy: 1.69 bits,circle
347,Quantum Key: 60ca364e67cd2c8eff47fba262d2efcdce2918bd7e8c62e84b1b151a469624f6,Entropy: 1.60 bits,circle
348,Quantum Key: 272f1d9cb956849eed809a5f36f9a0a044f26fd7e115529528e897ad89e7b200,Entropy: 1.65 bits,ellipse
349,Quantum Key: f6989e7523b215645e5fdf32999a671f6626ce931153a7fe926cdb4269186238,Entropy: 1.58 bits,circle
350,Quantum Key: ab2a053d3a827ce5360f36b5665872c1b1f2fc2157a8465b9f5ea40e37a5e1ea,Entropy: 1.73 bits,rect
351,Quantum Key: cf630487fba0037da2e56b3bab07b4e280b02905fc57af9b3252d8db5c57f29c,Entropy: 1.71 bits,circle
352,Quantum Key: 9d1d7030bc27d98caf9965c87aeebcc34afa08b7573b337ae4b8126b96267d1f,Entropy: 1.59 bits,ellipse
353,Quantum Key: a979384a71390e02c465f8a76acc9dddde609b6931e5efca9c5187d4cc7fd74f,Entropy: 1.74 bits,rect
354,Quantum Key: 0b671b45c02f0996f9c6e71dfe7195b73f62ef03d08233b78afdca9df69209cd,Entropy: 1.62 bits,rect
355,Quantum Key: 9c4bba34b10ac21aed2e055dbdf6647bb9f201f2934ea935a9079408fbba63da,Entropy: 1.49 bits,circle
356,Quantum Key: a29c06f6c808ab96e8d8a96c1b71bdf34b90341d04b78a11f54653aaf42c07fa,Entropy: 1.62 bits,rect
357,Quantum Key: 0d92f54fa0844afc5d4294b651061d82761cf0b62dc7778007b3d0edbecea2bf,Entropy: 1.63 bits,rect
358,Quantum Key: c60b9d6e0f476c791921a477ee8642f5396397917ec35f4f78303d4bf0fd50d1,Entropy: 1.69 bits,ellipse
359,Quantum Key: f199507d993aeb1e0ced3665c2dc2ad6295eb783b1adae684fc22f7e57c01a08,Entropy: 1.69 bits,ellipse
360,Quantum Key: 65bc1afb2f58c8f16f81df5cd9770440714346bc3896e849c07b8915407932e0,Entropy: 1.63 bits,ellipse
361,Quantum Key: 9408d82a1a6759b57dc1d7b73da1b391f7e1d0c14652769f50ab3346c2cec79b,Entropy: 1.67 bits,rect
362,Quantum Key: 5386007743b5739cdde69851093646490243fe66670e25e4366c2bcd3433af8f,Entropy: 1.73 bits,rect
363,Quantum Key: 4231cb56c5a50a769f026b370b87007c9467bf2a6b630000f4fba987fc801174,Entropy: 1.47 bits,rect
364,Quantum Key: fdadc1acf021d53373ab52814e8490fc8b799401138324253fdd9a371c0041d7,Entropy: 1.54 bits,rect
365,Quantum Key: d97d22d97ddd9b239396fe4c59a40317f8e65e453013be2dcfff64bfb9b5827d,Entropy: 1.62 bits,rect
366,Quantum Key: f8279553bb945d59560efaa141b0c2dd655259a74aa62a211a18aadeabbf31d9,Entropy: 1.44 bits,ellipse
367,Quantum Key: 270caa2b6c1b3c98a3cbd2161558fad608f3ad90aeb00dad145282405c240ab0,Entropy: 1.69 bits,rect
368,Quantum Key: 1b34f5cf931fe8daf0582d4340c893671f4d9575a9d8fa0b39d24f7904728f2a,Entropy: 1.69 bits,rect
369,Quantum Key: 1fe811d0aaee26cdedef6fb292039e5723278406fa06c0f5716337d749090a34,Entropy: 1.69 bits,ellipse
370,Quantum Key: 41a82ed2f8eec07c70cad9571fec7e6bef5410d0993e9c0a7dba8ab487584529,Entropy: 1.44 bits,circle
371,Quantum Key: d7bd843977c6f71ecc4f1311007c9db6ac389e45bb1b7c45771940ff6fcba360,Entropy: 1.70 bits,circle
372,Quantum Key: c9532d1c8ced23b1fee067a525f2c33c309ddc0d0759bc2b9cd3d329b941a9b3,Entropy: 1.74 bits,circle
373,Quantum Key: 4a452523a37967fc1b91a893f336f1e05ac0178e313c33305f160f7587a9a414,Entropy: 1.70 bits,circle
374,Quantum Key: 21fe99b73b186fe6e1505ca56ad801f9f60eddb93d45acf42645e871f22b0e54,Entropy: 1.59 bits,ellipse
375,Quantum Key: f4a24f9b731c55d617e806a9930d5965d2348ab572812ffdabd9bc610330d008,Entropy: 1.47 bits,circle
376,Quantum Key: 29475b29e6ebccf4e83c1ea2311417aeed6768df37afc0b6094d92d6ec23af73,Entropy: 1.69 bits,rect
377,Quantum Key: e1027630b4f95a533a3245b473d014e4b2d9fda4d5c18a9a6f87315716fb6370,Entropy: 1.72 bits,circle
378,Quantum Key: 3f936fe2958bec75a4459f41c6aca2b78608dc7d185a862e6b52ed10b06ad96f,Entropy: 1.68 bits,ellipse
379,Quantum Key: 9e880dfc6fc700e65a4b271c90cbf02d3b498c33f4943962ebf5d3aec9755607,Entropy: 1.67 bits,ellipse
380,Quantum Key: f372ecb9c3f6d3958cc0cfe573a049e54e552fce5eba952ca95e26e8cefcade7,Entropy: 1.65 bits,ellipse
381,Quantum Key: e04de7142da18510b3d83577ec42c084999ada9486df0048f25a5253f3faeaa0,Entropy: 1.56 bits,rect
382,Quantum Key: 0df6b2399b29f2226afe64a07a60f5638a1f8fae41d54194662d3c7d61e5fcdc,Entropy: 1.55 bits,ellipse
383,Quantum Key: 539800f7e26b812deb45e99bbc7cedb77e60b0d195a1435cc3f1e27f43d18a58,Entropy: 1.74 bits,ellipse
384,Quantum Key: 0e9eb8de700a43c312c2e10d35f7dddaed716c1af85f5961f4244fbae72c8599,Entropy: 1.54 bits,rect
385,Quantum Key: eadd1aebe39bf64169885424e4d0250966512adcde7b32238608d54edb6165d4,Entropy: 1.70 bits,rect
386,Quantum Key: 95789988ce5c46d572b6e959c1934943b3c1bdafcafdbdaca2f634d2f0c5ac14,Entropy: 1.58 bits,rect
387,Quantum Key: 53554085b7abeaec17258deecaf3d35e2355483fe8338b6f72ca8197ec06a71c,Entropy: 1.72 bits,ellipse
388,Quantum Key: e7b07ff76d950110e0525908687d219a0840520c4cb65d3597775e974e2128bf,Entropy: 1.59 bits,ellipse
389,Quantum Key: e01a282c6b3e673f3dc234ff2cf8941ea6dceef3b5891818f75d4830a52ba9e1,Entropy: 1.61 bits,circle
390,Quantum Key: 39d0442d0a5a3d750fe8a568e828653f3ac7e963731b80545dfc42e5680fa4f8,Entropy: 1.57 bits,ellipse
391,Quantum Key: 50186de7d6d81c63298b598d5c9a8f1c42def34dea99a142c1d8874e6777a2ab,Entropy: 1.46 bits,ellipse
392,Quantum Key: 73acda6c8e0e62a9042296453ec9e84559e8844f71e39c3abb2a75209d4a124e,Entropy: 1.69 bits,ellipse
393,Quantum Key: 2f49b8d4f835dfbbe24028ec4643037b28c82c7cb1f6300c0c78ad89593c84ba,Entropy: 1.70 bits,rect
394,Quantum Key: 58e724d5b14896ab20812da0522c532b5d3386f6308c941c0a081f288e8e5bdb,Entropy: 1.67 bits,rect
395,Quantum Key: c88a2b1f9d91da57e71aeb87feb9606f77ef23579cd47af3ed09f54c033ec3ad,Entropy: 1.49 bits,ellipse
396,Quantum Key: cd0d3ee2340ac5e78537855d945871aa7f574c2de07dbc8bca0004f6ebe2d82b,Entropy: 1.67 bits,circle
397,Quantum Key: 2fe95d7f52277575671f4656f4bc90e74eb8792c63f78308f3ef7debe0dcd6b3,Entropy: 1.74 bits,rect
398,Quantum Key: 4681225697d6fa9df42d3b6808bf05010afea9ab525ff63818504758277cf13d,Entropy: 1.59 bits,ellipse
399,Quantum Key: 7aa0b3fd0d2f5812a240270196486db544d842d843a759645947da122b50f90f,Entropy: 1.45 bits,ellipse
400,Quantum Key: 2e654c3603bd5fc5eee8c7f268e3944da326a1e059ea4e3d01f4c09f409f2a65,Entropy: 1.60 bits,ellipse
401,Quantum Key: a2ad0dec123a6ef7171441c7f739046df1a333141db2cff32f2b86bf3ad1bc66,Entropy: 1.69 bits,rect
402,Quantum Key: f168f7577cc9bf147f0845169908f7a819798a6040a7c9e05120fa4f9e8bf369,Entropy: 1.71 bits,circle
403,Quantum Key: a2271f61043f4dc7718b00e2a6404f1013e285484c36a03df5bd6e41c85b33d5,Entropy: 1.58 bits,rect
404,Quantum Key: 9be5bebc3378201f9f4775286d00cc1bab22dedd760cfd46002b8cea3e1fe2eb,Entropy: 1.54 bits,rect
405,Quantum Key: 6d0be8a1a0f32e19a5f4290fec9ac9652ce6f704d0792b3a5c0cfd6c35cd0a0d,Entropy: 1.57 bits,circle
406,Quantum Key: 13520ef271b3f51abb29833dd04eaebd2edc237d9d28912e74b7c447d2f450bd,Entropy: 1.72 bits,rect
407,Quantum Key: 8a6164a62e5ff58b822d5cd95ee5f7250f5ca3fd3b3d26c92bf602968d9e969a,Entropy: 1.67 bits,ellipse
408,Quantum Key: 0bb566c63d9d4e75b660aa65a1c0260e5aa51bf66435b896c2f8eecf3b7d2b26,Entropy: 1.73 bits,rect
409,Quantum Key: 9ade9674b13720f0d46874a9161be0a67d5ff94f0b878be3df5aa24e9784d665,Entropy: 1.66 bits,rect
410,Quantum Key: acb08aecd54a203818e7ec520a32bbbe12be9c3723105ca21da5259a4cec217c,Entropy: 1.74 bits,ellipse
411,Quantum Key: 615f22f7e69ab35fb32087dba499f37df804862ce630b56dd3a78574badad8a7,Entropy: 1.65 bits,ellipse
412,Quantum Key: adf85d705654f8fe01d3894043de3577d842927196573ce7fdc60d12f7e44ced,Entropy: 1.68 bits,ellipse
413,Quantum Key: 3dac302ac7bbacd1255243aa4e708851753b059ebf9a68c11c37fc8e223aa47b,Entropy: 1.71 bits,rect
414,Quantum Key: 1a4f0a6721bfa18a7fb3de829d66ad10723b326a135b92b787dc1d25d96feea7,Entropy: 1.56 bits,rect
415,Quantum Key: 0221747389d6c47104f4ff286420f981877bc9b15dc0fe763b5bf9e1d76a9a4d,Entropy: 1.61 bits,ellipse
416,Quantum Key: 2f449cd6b4376b1f6281e67467bdabec8e4b42a759321e2bbba3bffe6263ed3d,Entropy: 1.50 bits,ellipse
417,Quantum Key: a469019c38c9872ba647a1f393c4b672a549975e065420196ec373b6d7ca4d57,Entropy: 1.61 bits,rect
418,Quantum Key: db78eff4d28272f4dd84406548b430dbc4d1c4a7a00383319a5749bc200445b8,Entropy: 1.70 bits,ellipse
419,Quantum Key: 8204444a2b3b8fe1f07298f5178f0c9cfad2104c402a4ed36515de7c5c123d77,Entropy: 1.51 bits,ellipse
420,Quantum Key: d8281e3bf4c066a46d5fe9df5aac90cf5d4cc4548a19c4cac325ba45919fcff0,Entropy: 1.60 bits,circle
421,Quantum Key: abaa4289de744de2ec5bad171e739f4c83807ccb4089565409f564568a9a0ea6,Entropy: 1.70 bits,rect
422,Quantum Key: 32b8937cd9b29960b0cfa8ec84374dd4862ea817b65fb9f407e8c155b54abc62,Entropy: 1.51 bits,circle
423,Quantum Key: 90b701d6b9fe59e7af947cf140e7733ba83e7be63959716881bc7c5cc341b144,Entropy: 1.72 bits,ellipse
424,Quantum Key: b8b398ed3c5a07c39a8e18eb47b592ae6c563b57797f8ed2858262777ba49f1b,Entropy: 1.65 bits,circle
425,Quantum Key: 15ce45a89edf3bab850339ab3aa2a47b28a48a61c939a4c697cb27e7b4ab24cc,Entropy: 1.68 bits,circle
426,Quantum Key: e08633686badd9d1a31146f8003c723a7d60ffc4724a1ed3a2595e0b842e4ee1,Entropy: 1.64 bits,rect
427,Quantum Key: 2d44372f2b86bcaaf974a256ae947b01a7103d03e7a1457cf00637d5cfc206aa,Entropy: 1.59 bits,ellipse
428,Quantum Key: 76e32afc02277a6b9fb28c7e81c571f7e98d0f256d458330237ecf4de880a37d,Entropy: 1.78 bits,ellipse
429,Quantum Key: 73b97738a2cd786f9ae02ffb83e6327ca3dd11c0b0ad35d3fef06fa811120cb4,Entropy: 1.66 bits,ellipse
430,Quantum Key: 432b7930bacdbcb38a25e56041ec3ffeee034353e5bc337b82f52e6e20138cbb,Entropy: 1.72 bits,circle
431,Quantum Key: e07364fd63f134d91e5bd85dbc9509f7b5033a3fa4f60cc96646342ba8937697,Entropy: 1.67 bits,ellipse
432,Quantum Key: d1e809360262a540bde96240ef042f3fd90beca6f7c6c57a519e97b86d0b2ecb,Entropy: 1.68 bits,rect
433,Quantum Key: 6315d7ce4b055fa5465b3382f66c03f425adf000601d2b67f7ecd66769ea3385,Entropy: 1.72 bits,circle
434,Quantum Key: eaeabd230c6715de7eb8822659e6e3288c726739c57716af3a38029d8fcbd84a,Entropy: 1.69 bits,rect
435,Quantum Key: d713151cca709598cc680885716d271a39c3e6fc8d935690f20015710e54e105,Entropy: 1.61 bits,ellipse
436,Quantum Key: abc85ede5330ba457f1b6b61184b4c351786646e055528ff47ed43bc21efed30,Entropy: 1.69 bits,circle
437,Quantum Key: 4d44e03c9bbf8a8a23f83aa8ea901e7f44b3c7e3db8b7cfe4befe2bee97d2287,Entropy: 1.66 bits,rect
438,Quantum Key: 2e592e0b1eac6d01f3e37bb897b8f3074a79fcd3961fb9ce5a6e858c20b38b58,Entropy: 1.67 bits,circle
439,Quantum Key: ecff6d8730d25a38346a288ee82664e6d838e9333fd6bc12cbb5fbca649c1af2,Entropy: 1.66 bits,ellipse
440,Quantum Key: 3b488784c32e78cdaff77c99120d4672334b7464585ada6c7bed22b9be813ebc,Entropy: 1.73 bits,rect
441,Quantum Key: f4554f9f3c7b32d7b87fc74c04f86cf8d38a5fe0f32b93a81568253cc506e6c9,Entropy: 1.70 bits,circle
442,Quantum Key: 7841234d317fb3ffcd28fbd009dbd5d84d7ed88611b46b5440e47d74c3b2cfeb,Entropy: 1.73 bits,ellipse
443,Quantum Key: 6a73584abe6fce0a020640575d95f972da59fe13b09bfb735f6150ff6b43b04e,Entropy: 1.67 bits,ellipse
444,Quantum Key: 0d1776905dbae466551ad4061dc2a151b2d194c17427c1810f869cd81246b0f5,Entropy: 1.53 bits,circle
445,Quantum Key: ef48b044e87c2e7c8bbbd491650934543c0bb8098e814e28012762ea02b5451a,Entropy: 1.68 bits,ellipse
446,Quantum Key: c57da3bdd6fc11a31fb19256b85bf722362a826d72d4f55067433a2c931365f6,Entropy: 1.71 bits,circle
447,Quantum Key: 0b1ffa59b9f1cea75d495b1dbb91d1c340813bfc0ee315750267456c9378c6ea,Entropy: 1.48 bits,circle
448,Quantum Key: a680a3af9989eff45f18b1bb48a850b9316c3de8344158545bd49b6c16b939e6,Entropy: 1.55 bits,rect
449,Quantum Key: 104c0202c7d8d298dc0ff83781183580ea90706b6c3f88820d741a90a34f8c46,Entropy: 1.45 bits,circle
450,Quantum Key: 18335e3f757d453f27f6c2293c388f6ecb0ef3501fba3e64412d836def77a353,Entropy: 1.66 bits,rect
451,Quantum Key: b37d00756a7d29cf83648d64f603f320d3e09eaf9f83497f287f55cdc7b54c15,Entropy: 1.59 bits,rect
452,Quantum Key: e0aea0326102c2d285a253309c89554b8984ac98902e219fbff27a5c3bf33814,Entropy: 1.72 bits,circle
453,Quantum Key: b0a0469e49b93d3e20df5d40e6ea358f5b7ae61b8e810156c1ac849f14f8165b,Entropy: 1.67 bits,circle
454,Quantum Key: f25b47db8a7d037c9ebb768e6a2305466efcdb9f8479af363f2de61f3a908c34,Entropy: 1.52 bits,circle
455,Quantum Key: 41214d7e562c10e4cd24820f9dbc9f1ad23ca7036ac5d7f5357f4ede4044194a,Entropy: 1.49 bits,ellipse
456,Quantum Key: c8db0a058f9c2ba656be7f431c59886e8f6956c9fb6b70ae73996b748147aed9,Entropy: 1.63 bits,ellipse
457,Quantum Key: 9216736756ae8b30740450404ab34fe01480f8a01b86d9d148f094a084d84101,Entropy: 1.66 bits,ellipse
458,Quantum Key: 89d1d121e83c32930d7c0d33e2b8444a808d698d32a211e22202e2caa23e738a,Entropy: 1.57 bits,ellipse
459,Quantum Key: d3d610759a267c6f4baad57be4899fac3ce9ba1736c09ea23f4861f29551157a,Entropy: 1.58 bits,rect
460,Quantum Key: d1a22b966e1bea0536eda96faf2abf6e3c916de6a0a4ef3e6079f2db4e80ed8f,Entropy: 1.67 bits,circle
461,Quantum Key: fed73b51d6abae9e3300b31829ae40b54d9706387adece77c23821c591968afe,Entropy: 1.55 bits,circle
462,Quantum Key: 173fe9c369abfe02b9b34c9edacfd0aeb5ef934139ebc804e808fc274371adbc,Entropy: 1.73 bits,circle
463,Quantum Key: 16eafed256da943feecb69dcc37e1c64ca48e5f5ec489d8174272c17621a3514,Entropy: 1.47 bits,circle
464,Quantum Key: 4a1bc2b2aa9120f5b2c28fb013967275e934148e72ef9bc017ad81a155de5ec1,Entropy: 1.50 bits,rect
465,Quantum Key: 5f3e2bb7be94285a9ccf96f301c332d4b043a9d5a1ee4af2a4f1356c26445193,Entropy: 1.71 bits,circle
466,Quantum Key: ad830f1466c7f637eece3eb9d4dffa98c92b40f875154742a2d6f11fea24cd31,Entropy: 1.54 bits,circle
467,Quantum Key: 0720a7b23d14ff44876df05373197ba0d6f04b13126a7704be3c86105d3e5f9d,Entropy: 1.66 bits,ellipse
468,Quantum Key: 22571f5b43fcff302f44f8ed82c29a1d1f07ed939f6b8c40519a4082b644859c,Entropy: 1.65 bits,circle
469,Quantum Key: 22cf7ee8af94e634f3908f6ed7cbcba2e972cd5f83607f57fcefb971bb0af5dc,Entropy: 1.56 bits,rect
470,Quantum Key: fd180cd81b6e3d01431abeac4404265683702a296203dbda3c99f8af07f13dd1,Entropy: 1.66 bits,circle
471,Quantum Key: b53c36c4657123f7b6d94f65ce32e0e4ced8a29ed58d876225a04767b23c63c4,Entropy: 1.69 bits,rect
472,Quantum Key: 0a089fb46ee7ccbb87ae4b04beed1cf6c73f24986255139489ba3d841656bdae,Entropy: 1.76 bits,circle
473,Quantum Key: c942688259b5460389a6cdbd348423402d348a6e68c3769aa0489eec1e122b6f,Entropy: 1.68 bits,rect
474,Quantum Key: bc1683cacee06a5d60b5ec79f4420ecb1c5f6e82e566803cc23f76d0252c46da,Entropy: 1.69 bits,ellipse
475,Quantum Key: 04ae9830b0ece913db2927553318aa1167e7368569a582e040d548eb8d7d9347,Entropy: 1.63 bits,rect
476,Quantum Key: 86e9db0f93ddaa3e7e55be51dbf9a54c94558000aabeead1a25fb890e36020fe,Entropy: 1.61 bits,circle
477,Quantum Key: 7b8d15302d936c9404cf15a74fb7d485b6b436d2aa785479b3409d1a39205d7a,Entropy: 1.71 bits,rect
478,Quantum Key: 1e3c03bfe94dd3788e9e309c3d23ee9e480d4a766a89e2a323b068105ec44576,Entropy: 1.56 bits,ellipse
479,Quantum Key: ae55eab6bcd3251abb11fae5340d98b773896fa9df7eef47601eb3c08a9bfc15,Entropy: 1.66 bits,rect
480,Quantum Key: d38e7fc3cda8fa6bf02aa8cd9b2d681fa2984e93c8a7a2ce162a8436c49ae700,Entropy: 1.72 bits,ellipse
481,Quantum Key: 610964b0d32bdbb0500e9a3e0047a36b83997109f92ed66a0280690a8071068d,Entropy: 1.66 bits,rect
482,Quantum Key: 1d23d3fdcd4129c0b8c3d7ac2b8f449a805d460704b472cb308a3a94651aaf65,Entropy: 1.67 bits,rect
483,Quantum Key: 9ca3d040a28e0f69ede63572cd30959fac7ed356640a5e028182d7f1c437f8dd,Entropy: 1.68 bits,rect
484,Quantum Key: 0a03c5d8d858acdf4c67ab1a58772fdbd93312ff8b429fc881bd05452cbc0cc5,Entropy: 1.69 bits,circle
485,Quantum Key: 80a76da310fdb7984251ccc93ab17076b069f623b0572bc482a9e78e9b2b9f8e,Entropy: 1.66 bits,ellipse
486,Quantum Key: 6dccd07b109c9b6d2bdf11d868c2f1d5d341d4af62aa12f3dc61ab91378d31e1,Entropy: 1.68 bits,ellipse
487,Quantum Key: f07240f77d2aef040f1340fe8764cb13ec4a8a7e84c32fa415509d0f26496dff,Entropy: 1.71 bits,rect
488,Quantum Key: 763c0dfc72a542c5b2f992b12bf5f7dfbb6af04af17ae1ba8aba5bdb3634b840,Entropy: 1.73 bits,ellipse
489,Quantum Key: 932cece1b2257ae8202cdd9029f362c0b1ed09169443bf8a5962e0edc4e2457b,Entropy: 1.68 bits,circle
490,Quantum Key: 91185bfa030e4a907f86bd4bccdd3876191ab77c23d7ca06182ab80207b750c6,Entropy: 1.55 bits,ellipse
491,Quantum Key: e2852b66e95e32a58d5f58dc694e27a8023fadf3c18e83a8de8d518454d8c6f8,Entropy: 1.67 bits,rect
492,Quantum Key: 75a55f24572027665c8e6f3c6facdb837c4268f0cea8a0541a7c43e92b1ca91a,Entropy: 1.51 bits,ellipse
493,Quantum Key: f83dbd42506b46ada8ec835522a3d42bc381d36e377525d6cc6ae43cdb294140,Entropy: 1.61 bits,circle
494,Quantum Key: c0083b16655b4aa5e84914dc90136f99f2060327e9b4809e315e2642ae4f5b68,Entropy: 1.52 bits,circle
495,Quantum Key: 865c1efe99db7b6cc7b20629b76a8f40fa17619d2522056fe715fd62bb5695a6,Entropy: 1.69 bits,ellipse
496,Quantum Key: 37d629951db2f4bc4033c4a31f7efe98cd033a3d6157c13c7cf6c4ba029a0914,Entropy: 1.65 bits,circle
497,Quantum Key: ec9b6eb3b40991e77dbb9de42219a33d3f06f3e4fc99d6265febbf0eed391ce9,Entropy: 1.69 bits,circle
498,Quantum Key: 3482c5d15cc467202f09f916f1ad4965eb71059afb6651971707be75e5308e86,Entropy: 1.69 bits,rect
499,Quantum Key: 2b7b25c54a9bce1766613f85662d6a31141b19ad35b37860a1983c50d296b556,Entropy: 1.67 bits,circle
500,Quantum Key: 9a36b64cac65de508988d28f7ec852969ae0caccea2e11a6ba6888ecfee53907,Entropy: 1.65 bits,circle
501,Quantum Key: e00951004cd1ae4ef6be03ad20993da095a7e5b4e3aa33eecde5d43184012bab,Entropy: 1.69 bits,circle
502,Quantum Key: 2c01e2bc1b634cb3c9805743881413b467fd802764223f06878b5fa3eb67e1bc,Entropy: 1.51 bits,circle
503,Quantum Key: 66d2ee87851622acbbddd2c611373badbfb7e5e69bce463ab542bd4a3ab61298,Entropy: 1.59 bits,circle
504,Quantum Key: 632bc63c8d7f83fd840f253da5eeb31cd34f51bc1175823da357bfef128c2f92,Entropy: 1.68 bits,circle
505,Quantum Key: 2fa23c11923703cac47404834af2c54f941da250a17737df1b55ae4312f9a529,Entropy: 1.71 bits,circle
506,Quantum Key: 8c28da96418a44e63009bd8f0f78262c6a2b16e36d11c61fb25306e1fdc47e51,Entropy: 1.60 bits,ellipse
507,Quantum Key: 9a78b2a23134366cb729203a40385e4b9ff82622fc741566db34d3a0f2b3d9b7,Entropy: 1.67 bits,circle
508,Quantum Key: 395d0de49c397903ee696b8d93123b704611d290e2b24b9239820d80230dcedf,Entropy: 1.53 bits,rect
509,Quantum Key: 673c2d3fcf0f19838165f60b0c7ce9e545dde24ed3754057f49090b1d3a1c167,Entropy: 1.70 bits,rect
510,Quantum Key: e57dd1784dfe08ab7b9b3491addf9e6d6622e59fe0dc452e5436664f8ab5cf7f,Entropy: 1.74 bits,ellipse
511,Quantum Key: 3491c5013e6b9d1f41f63fa209ef413fcd804d1cf0ef188b45e690ea44802dae,Entropy: 1.70 bits,circle
512,Quantum Key: f7d4711491803127bd45c967d5067b5f9f248d909e7fd0f59161e81b6c96824a,Entropy: 1.70 bits,circle
513,Quantum Key: f09eb4eb824058a07a8c4870ecd6b3fc30f97cb248ff71babc95f0634395e871,Entropy: 1.68 bits,ellipse
514,Quantum Key: da70bc89a7650b9334281c27f530335b80df6dd243ae8c14c439c5e094fabfad,Entropy: 1.64 bits,circle
515,Quantum Key: 36434e63761bac063c948daffd8b62b5d9f33e1aef6d927dbe1686f729cd60fa,Entropy: 1.42 bits,circle
516,Quantum Key: e2bb5b48a7140eafc784bde0b8f0fa0c8ad627dc2dd2ff19a2ac63fb5c01159c,Entropy: 1.69 bits,rect
517,Quantum Key: 77d3fc7e26c857d7243a3c0e75af10d229edd37496249f3d6517a21d2581766c,Entropy: 1.52 bits,ellipse
518,Quantum Key: 2c06c48ad9eba90c8d5b17b2be3f387cc3a1147dd245b47b67d929be9ba25fb6,Entropy: 1.53 bits,circle
519,Quantum Key: 9f868762613daa633d1e05f9687a0df862e8df4f757fb7ac4064ec8c442a96ed,Entropy: 1.60 bits,ellipse
520,Quantum Key: 7a243d441bbf288d0cda84e663a4d0cc7487de6dcdb150eba1fa4006a2c01186,Entropy: 1.67 bits,ellipse
