ID,Key Generated,Entropy Value,Basis Kind
202,Quantum Key: 7355997af4d8ddee3eb91199f5ee28302d72cb44533a5d8585c4960f1d5cd40e,Entropy: 6.25 bits,ellipse
203,Quantum Key: 0a5e60ea08d2c7f15381924af929f82763dadc08a99e77f12ae5b6742043f21f,Entropy: 3.04 bits,ellipse
204,Quantum Key: cb5cc2c1b8badf144eab2d1bb4b095e12c925f63e97cf82c06c3938dc1f3d74f,Entropy: 5.28 bits,circle
205,Quantum Key: 2a1b9ead011beea8c4cf2d873a4c9cdbf0d4e106f0824d6527afb5f5c907d586,Entropy: 5.65 bits,circle
206,Quantum Key: 333010497fe7da8b1a9a6e6f6c69314cc87c7866715fb6e191c9fe3ca1b52522,Entropy: 5.53 bits,circle
207,Quantum Key: b6a649cce75b30652926f94906ac8bd66be0f7422486069c62d5aac1a5079de3,Entropy: 2.13 bits,ellipse
208,Quantum Key: ee4833b818e827a76f6555707f90b2c734309b9e112130edb29dd8822611732f,Entropy: 5.91 bits,circle
209,Quantum Key: 88d8351a63a9cc76f7b2a3327f20bd557ec4f7f01aa9234595807a46e723250d,Entropy: 7.24 bits,circle
210,Quantum Key: af19a3828087c113bc0d022943c74eb734d1d4def8843e54a693a3305472a8d4,Entropy: 6.61 bits,circle
211,Quantum Key: 6eb1e1ab319a99bcbcee822e300d4828b1743b7bc0c9c78b3bed61e7f22bed20,Entropy: 3.84 bits,ellipse
212,Quantum Key: c0799d75bd2711ee0e4914ccb868542c4c2ef0a37ee009f854c157f882996da9,Entropy: 6.49 bits,ellipse
213,Quantum Key: 674cc8648de3bbf96cf2324ff49eedb4c46677dfef00f36c3ca6f999a9345494,Entropy: 6.41 bits,rect
214,Quantum Key: c5bd73cb131d244b9e276206bcbee693fd7901f65172dbcd32a1b35d1592400f,Entropy: 2.91 bits,ellipse
215,Quantum Key: ab220a66f9a0e5db1b1db097a58fc160cf51ce60c23788c2dd94f48e5b363aac,Entropy: 5.36 bits,rect
216,Quantum Key: 9c824626653d601fcf76db3b817feae0900e4011a505081f118fb46d9e945c90,Entropy: 4.78 bits,rect
217,Quantum Key: 703e0fcf0340b49fcbdfb50d2aeaba945758eac02f26f6f82244f5764a6efc65,Entropy: 6.01 bits,ellipse
218,Quantum Key: 247748bce9a28fc879772ea2bd4f7fc728cd2b81f177d9a8d18a2df48f965dcf,Entropy: 6.35 bits,rect
219,Quantum Key: 68ac9245622086770ba71832adaf0d03a3cc7cfd5aad6405297ed8226f9ef347,Entropy: 5.19 bits,ellipse
220,Quantum Key: 419413026bfea06783d12e31f3a0a3f7dbd8d7b412eda5bc59ef40a4f917c9c4,Entropy: 4.90 bits,circle
221,Quantum Key: 0ae9227c23feba43437fb3a3474ea3e674cbc160c2e583d74ad7d73dd6795dd6,Entropy: 6.82 bits,rect
222,Quantum Key: 4cf4790f779492b95834d211525f6f67dd7616fde32a84e64a1400601e477bb4,Entropy: 6.49 bits,rect
223,Quantum Key: 71edcc7fc92e0931c7a228002383e94720a99f4b46778b38023469a6ae1094db,Entropy: 5.22 bits,rect
224,Quantum Key: aba5f6db1de3cbe69ff4850cbe74bdbc720a5adce9d2ffb4cb16ce16c7e8921c,Entropy: 4.69 bits,rect
225,Quantum Key: bf759c870c1425bc4a28de528bbf77b1b5ec86f1f431c25a574169cf7e03d4d9,Entropy: 6.11 bits,circle
226,Quantum Key: 4c09eab88fa003aa7f3795c32d5113273b5bb0fa2161e7d0a96b439c615ca7e2,Entropy: 5.99 bits,ellipse
227,Quantum Key: 748ade3f3e699a17a631f37f357cda37609ad78a49346867b078dbecac0435d3,Entropy: 4.85 bits,circle
228,Quantum Key: 69ebb963e696eb7eb75c2e012c11ba069795e417c64d609202f138c26e8a0ab7,Entropy: 5.26 bits,circle
229,Quantum Key: 7540d63eb44577435a42ed2a1356fea0f93ce13548fe70fbe8e32086f4e7874d,Entropy: 5.94 bits,ellipse
230,Quantum Key: e3d569d8c8d7e250167ec861d1abe78f475c945bd7743f4f2631e4f17a58f460,Entropy: 5.92 bits,rect
231,Quantum Key: 11c2bc187b486d58efdbd52e9d932ad1a423ccfc298e388f7129695e3e5170fc,Entropy: 6.94 bits,rect
232,Quantum Key: 9763738537bdff3e47d6f7d938a8bb88f90cedb4cfbf3b93463f942446eed898,Entropy: 6.60 bits,circle
233,Quantum Key: f99b3186b67f97479cd85c7a442c95fcef372c3d35445e6f0283ad401a825c08,Entropy: 5.94 bits,circle
234,Quantum Key: 1d71e3afc2e3be07a4a495b32cc75e845e735dff9c510a2fb6c5a94b8d6925b1,Entropy: 5.96 bits,rect
235,Quantum Key: 31bcc7d016f51038a4b355bf5cbb44874faee089c1eba8a2f0be06eb8a4426dd,Entropy: 5.30 bits,rect
236,Quantum Key: 54c8f4921323ea96c86d332b3f70d35cf30d1bba4f204f307519a7f20a4d8d20,Entropy: 5.49 bits,ellipse
237,Quantum Key: b0d92bfbaa7d89015977cd2410f180d18ae34a4645608d744814e87e305292ea,Entropy: 3.75 bits,ellipse
238,Quantum Key: 669745a2a6f2f881fd83a465a184d82b99d5def7a9c4f39591721e0deb41b4e9,Entropy: 6.99 bits,ellipse
239,Quantum Key: 653b59b320b5a95d65dd555f54cf509963749a3c89bf3469f1016edf431d2a3c,Entropy: 5.94 bits,ellipse
240,Quantum Key: 67e5a1f0abf2b1bab130ef906cfaeb48c8b322929a797003278fb971e26d43d9,Entropy: 6.21 bits,circle
241,Quantum Key: 5faeaffc51edaa93cd13929a0067e5bd68d37c1f95a41ac380f52bf7cfe09a3b,Entropy: 3.31 bits,ellipse
242,Quantum Key: 88a0a5a24bf03ad7475a7dd55c630570dbdd66bd4da5b183ee6c5568007dd3a3,Entropy: 6.05 bits,ellipse
243,Quantum Key: 9b8f72bd802facffbbac6bb65fa57e650c9e29221064ec2f0e4afd188ec157ea,Entropy: 6.36 bits,circle
244,Quantum Key: 9644c76d101a070867aae949f44f3bb6932e8851e30bf50e3698d15edaa83c5c,Entropy: 5.98 bits,ellipse
245,Quantum Key: 2eb48b26fb04ca2fb9b62c985661f948a58a956daa2d85f427006f537a40dc8e,Entropy: 5.22 bits,ellipse
246,Quantum Key: 947f393681e04e5878b34f889b9ce197f3545f60eee91e8143cfd9c5805d1dc8,Entropy: 3.95 bits,rect
247,Quantum Key: 1a80503c7d02c1bbdf04053f98b0b0a615947247c63fb1391a3f3287649711fa,Entropy: 5.93 bits,circle
248,Quantum Key: 7f483c7a485c5e5ae0645bc5bbba3c262c6038c68edea1a24b0219e5d3183937,Entropy: 4.60 bits,circle
249,Quantum Key: 40f42964db034cff2c869bd11a80731865c0a5b5f3ba9713faad22ab57b3d5a7,Entropy: 5.91 bits,ellipse
250,Quantum Key: 7695af0f2a70116fa775d45d400b1627d025552796a2ca2dd106c0a44c33ce47,Entropy: 4.37 bits,circle
251,Quantum Key: a2c331ce6e8d568ac31268edb9c04a0a863f400b11436c7dce95b3ef6ba47a36,Entropy: 2.33 bits,ellipse
252,Quantum Key: 97f04e0dfa7898ffa1f9e83cabec0eb429b05a6b549a10e129fa1315c8286a7c,Entropy: 6.09 bits,circle
253,Quantum Key: 0e0304e92b8c73297b6b3977ece2cacce62356cea1ed86fd73020435245548b6,Entropy: 5.68 bits,circle
254,Quantum Key: 8dccd3bc7b544764f0a868df0e31d7da78c519de675b5a2f4f3614bd21afed69,Entropy: 7.27 bits,rect
255,Quantum Key: 4aa86bec72c74ac2764d5c0ff524ab1303a1fd7c8982e1c8edf470b17560851d,Entropy: 6.43 bits,ellipse
256,Quantum Key: 1171eab45b4f752d14c772c1f72e5edb01fcc4f1ca5695ac090f17515ce87cf2,Entropy: 3.32 bits,rect
257,Quantum Key: c1f55f3e0bedd51668dc2996def3438418893e5a52bf79fa35a9f60f39f2a172,Entropy: 5.31 bits,circle
258,Quantum Key: 8df472c559fdecd8f7692b44955f964cb469b9b238febece4dbdc337054df7a4,Entropy: 5.13 bits,ellipse
259,Quantum Key: 6d682269d564284f35054698b4e6e6a8c866e744997bd7aedd777d1978e1a3bf,Entropy: 5.80 bits,circle
260,Quantum Key: ee826cf28e17a0d3966d3c1133f7af125ff3d98b4ce8ad4dcc0dd2249c0dd8df,Entropy: 6.10 bits,rect
261,Quantum Key: 884642c6d431623a2e9bad552e677c908fa9afb0d0082a58f89f8db4129ca3ca,Entropy: 3.52 bits,circle
262,Quantum Key: a0832e65934067dc14a8a5993c97f3d49cd1ff064b5587b5648f8c3c56a38573,Entropy: 5.69 bits,ellipse
263,Quantum Key: 6725e4676a2a001421af7eaf63f212efdd559c0b4a5a3673bd69c59c17ee9b42,Entropy: 2.59 bits,circle
264,Quantum Key: 315d7ee5fb73e63bbd25ab2748410ba5035107bf83410f4383c370b5b7357527,Entropy: 3.53 bits,circle
265,Quantum Key: 567d0ffe7b8d92e02d3386f634d62875ed1e6fbfbea705573d100c7b6f03948c,Entropy: 6.96 bits,rect
266,Quantum Key: 2c5aef0d4d89cd8b5bd523955e6fd69d0a5263a313dfb72ae6cfb7cf8f6d6228,Entropy: 6.39 bits,circle
267,Quantum Key: df6e242fb15408ab9efa75a9e25896bdd7b33cb3cb4579e35c37f0368f9e2447,Entropy: 3.68 bits,rect
268,Quantum Key: 0f57a4f379376d87c7126b133adeba4ff3fae79759f8e2570582fff219c99867,Entropy: 6.58 bits,circle
269,Quantum Key: 1bcedc5ac6de6199bad9cc98e5f7dd691e503b4e666a73a34490d8ce4821e93d,Entropy: 5.01 bits,ellipse
270,Quantum Key: 45f0e3d6a98a85d4a76f2c71953a9d53d528bd4d57ec6a3228d0f7a41710aec5,Entropy: 6.56 bits,circle
271,Quantum Key: 9186e5843ab8064926d8de7ff846b394491e50ae5b983b7c1a31cf82968aa1a4,Entropy: 6.22 bits,rect
272,Quantum Key: 810ab2b831964188bd06d925ded57fe92c1201ecc033b376a81517ece9f3bdcb,Entropy: 6.46 bits,rect
273,Quantum Key: a8b3a182e7a2a39747884aca12d45c2f5057f493b93f7eaf549b6783ae617ba6,Entropy: 3.59 bits,circle
274,Quantum Key: e026f8abfa131e5e446c9b6877772b02087b5c00648e7952e2e547e1b8ad8a40,Entropy: 5.70 bits,ellipse
275,Quantum Key: d4faeca912e2941203c3d9783dfe72a8deb171104068c5eea7cb2bf18a12dfd5,Entropy: 5.84 bits,ellipse
276,Quantum Key: e436b028b8b606a0dafbb0491e23f837aa728954c07fc6f4e50bacafc357d72e,Entropy: 5.71 bits,ellipse
277,Quantum Key: a08a630d63e9a66f02d34cdc5d7ebee5104964d8c0c6246229347f29e0c8170f,Entropy: 6.56 bits,rect
278,Quantum Key: bf07d4382fa5e9cd4dc566d0f79cdf9c1c0862547170ff50e5d3055313933fea,Entropy: 6.37 bits,ellipse
279,Quantum Key: 28a9e6ed06c6fcad819424e932f1881201c57a73e075dd5d6b9a30f4f5c7878c,Entropy: 5.22 bits,ellipse
280,Quantum Key: efca47c5d32accc659c554ce9a225081bb81f9ad60e6363cd05d33e910706c2a,Entropy: 4.66 bits,rect
281,Quantum Key: 55d56fae01aebd6ab00699baba8a10d9e3e62de115873c569f1d44eba05f44ea,Entropy: 5.56 bits,circle
282,Quantum Key: a77b52d4086ba094491a83dc8248c5c8ece19781dbe6ce5b91cbc04c6fa5da7d,Entropy: 2.06 bits,rect
283,Quantum Key: e91d710269367fd240524675a479fa5869436a01bc00e136f6fd423affcc091e,Entropy: 4.62 bits,circle
284,Quantum Key: 89cf41978356f9c76171493c4ddbd25085cced2b57c90f9aac96594bc796b439,Entropy: 4.88 bits,rect
285,Quantum Key: db89d0447a90a758b6f709502625bc2e4e7f6c61024d6b9db6f52523dd525afc,Entropy: 6.27 bits,circle
286,Quantum Key: 0cc0d8bc0be7d1b22e201d6fa59a0cbb4601bfb4ba33008a3a2df8928318403c,Entropy: 5.35 bits,circle
287,Quantum Key: aa5b1d789f3aec6ef15d40ea2e012f4f64594ea8cdcce83849a94e2bf07e8797,Entropy: 6.70 bits,circle
288,Quantum Key: 9b173567e4acf99e357d822c73967f3ac7a5af1705badd54056342e82190f483,Entropy: 5.59 bits,rect
289,Quantum Key: bde03eefe2748d109deba4889c3738c986330270f575f20e3a475c9f4f08c882,Entropy: 5.56 bits,rect
290,Quantum Key: 2d34a2de312fd5197a5825d2233fb9903bca9c8624316f11158b60b3ea1f5a90,Entropy: 3.49 bits,ellipse
291,Quantum Key: f7b7c629c5b1fc46eb0386a400ef47098e841b3fb661c92aad03bb11e845e4c5,Entropy: 3.15 bits,ellipse
292,Quantum Key: ab40e91d060872cbe29541bc512e3c515bd46523196ad1e64b479c73369d1515,Entropy: 5.06 bits,rect
293,Quantum Key: 4cc770d5f71bc417e82fb7aae132240000390b774a50d4b0031b9f97c418656b,Entropy: 5.57 bits,ellipse
294,Quantum Key: 5369a913c7656a775dd168ee0e592060dc2018a774c4f85cce0e5d24a57d4bc2,Entropy: 6.53 bits,ellipse
295,Quantum Key: 2c94ba01923f32f47ab5fcf54e83fe6bd0c255dea4306867785efadd71a75d51,Entropy: 6.72 bits,circle
296,Quantum Key: d82cc3eba82bd3ae788cafe55e7ac1f887ffd88759b332b0118384a392384d71,Entropy: 6.56 bits,rect
297,Quantum Key: 5350927fae0b3a09675a554b0904b58beb9a8f596c37a42dc72df0719db3e51f,Entropy: 2.38 bits,ellipse
298,Quantum Key: 1b39cfabf254e194a5f120b81691be40f1141ad19c1c5e8c4252f36a479175cc,Entropy: 5.31 bits,rect
299,Quantum Key: fa982ad416f76c1a2271c7eeecda51733b844d6d75004a703e636e98808e1f1f,Entropy: 6.04 bits,rect
300,Quantum Key: 9757cbb86bd27372b383ddc411b061845f0f52de6f5353fff49bfcfb41db57b2,Entropy: 6.06 bits,ellipse
301,Quantum Key: d049bea7d592d50f95b6e970765db7537809a15f19b0c12acc432c7d1d5b684b,Entropy: 3.94 bits,ellipse
302,Quantum Key: 8d90849e6d507177658ba934177b3d3b486b7b4c20eed11aaf539f6a8365a136,Entropy: 6.85 bits,circle
303,Quantum Key: a190d16e070227955ff294b9e22373cef6badb94254ca0500cabeefc807c3641,Entropy: 4.09 bits,circle
304,Quantum Key: 2a631b4ae7b30ba3de398450e7999f2db906eb2e25f751297f74eb7748472bf0,Entropy: 6.55 bits,ellipse
305,Quantum Key: dfb6423e48ca73be646958cbde7e510d97ebb86fbb0b923ff40542ed8920e62d,Entropy: 5.63 bits,circle
306,Quantum Key: 19dda1dd3ce1401ebed944a205db602437ed2497c9e34ee4386293a99066fb29,Entropy: 6.41 bits,circle
307,Quantum Key: 2eb836cab232d70931e1005bb404c13801e745367215681acffbdfb60ea5c0d6,Entropy: 6.84 bits,ellipse
308,Quantum Key: e202302c235919be4d55b48b66c587c18c2127ef0a1f28761a73422089c2bb79,Entropy: 4.47 bits,circle
309,Quantum Key: 5b31221a24b6c99cef874e51be34b7229e53a5365b079b48fe0616cf607f0022,Entropy: 5.40 bits,rect
310,Quantum Key: 0b6dd6f7736fb9a7c6ed212ed732aaec4f433f1a8594dc94647352a72a2a0dbd,Entropy: 6.39 bits,rect
311,Quantum Key: 4923480a248df289ae4acd04735af11e0473205685187437eeca34df4b945b3c,Entropy: 5.97 bits,ellipse
312,Quantum Key: 92fa754ce48f413ecad6c807f7983400a54b5f71a2e60fd33e3efad784237896,Entropy: 6.28 bits,ellipse
313,Quantum Key: cb780c1963baca09f039eb05c9515d53f1eb9d224ef6f4e5e86661c094a41317,Entropy: 5.02 bits,circle
314,Quantum Key: 41c6e371427b9324a94bdeaf74a0de5c1621a36047191456efe27819b0b712ed,Entropy: 5.66 bits,ellipse
315,Quantum Key: 2e0e1794e6a5f59c965289d6f55e301600129acbba82296d2aba7b649910f45f,Entropy: 5.94 bits,circle
316,Quantum Key: 7cfa84c7b162d53f14a04dbc8b454b99287d5ee2f3dc15b5925983f2f8174d06,Entropy: 5.51 bits,ellipse
317,Quantum Key: 142319b07a880d27e86357554aedca95aa8d0d28e7c06f57f4c264cd470a44c2,Entropy: 6.53 bits,ellipse
318,Quantum Key: 87315a01b1e3653517520ecf4ba86ec98618f1ad21a5e3bf4c8fb7679949fef6,Entropy: 4.69 bits,rect
319,Quantum Key: a14b4179ff57815e4262c1e253b8873301d658bfda3ed46588637d515e328260,Entropy: 6.00 bits,circle
320,Quantum Key: 2b09eac86492a9f6c4a41014e55d53ae0148a34faba989f59950b9633a5830a7,Entropy: 2.35 bits,rect
321,Quantum Key: 6a707610a41622fd36b7d27c8fc3e05a7c4ea87f2755e647036015a3b6fc6598,Entropy: 6.29 bits,circle
322,Quantum Key: 1fc355373c162d89c6406f0c3a2ae0cc29a59b079f11bf10554b0b74fad07c1a,Entropy: 3.92 bits,rect
323,Quantum Key: 033aabda0fc98ca1dff73ce6764678ff26edc80af12132797dc27cfe49b48db7,Entropy: 4.97 bits,rect
324,Quantum Key: 84617a8b0dadcdb7503a76b9cfc54e6007b6f5a8cb19b84f2843ae9a8ba8885f,Entropy: 5.71 bits,circle
325,Quantum Key: 9ca4a3fef67ea31a3fd32b6b852a9f6cd5d7f1b05f1626efe37204bf5b8649b2,Entropy: 2.87 bits,ellipse
326,Quantum Key: 03da343ad6dedd1f219537726063e37dc7460a30f80324aa996bd2dd59e74c9a,Entropy: 5.67 bits,circle
327,Quantum Key: c38f8b3513562792fd96b88b61d507909564fed4e6ee09f7a2134de9f09af0c1,Entropy: 5.45 bits,ellipse
328,Quantum Key: 4950f32375cfc084a29bd3f4d52e3d36279fcbcbec1f4b5c4afab9675452e688,Entropy: 6.46 bits,rect
329,Quantum Key: 6ad5351bc479000c2d18984bd9587bf8fa1ad3f4b791abcbcfe1bb71bcca4bb0,Entropy: 4.95 bits,circle
330,Quantum Key: e15a8882a03e1df265e225cea467918489fe3aedbd03605eecfcd1a3175dcdc8,Entropy: 5.71 bits,circle
331,Quantum Key: 1a412099c0b15441cd416447bda9d90be00bdaad2ff2a91708ef8da20f392e43,Entropy: 6.05 bits,rect
332,Quantum Key: 3f037b3982c109d4ee6ac29fea1dacfb7f4884fb2848bf4d0a37e12763d51ac3,Entropy: 5.98 bits,circle
333,Quantum Key: d0d5ff3dbf10e29e3cd61e55e82eb46cb3e9da74ac52fa15b54e6aafb15b679b,Entropy: 5.52 bits,circle
334,Quantum Key: d3f48238ea701688c6960f2fda8e31d8f9be37caeee8b7101401e87b6de3a515,Entropy: 5.49 bits,ellipse
335,Quantum Key: 2d06c40d6f1bdf3737169e2730cccf4e447c3f7f05b9a09fb932849e24a95984,Entropy: 6.04 bits,ellipse
336,Quantum Key: a440fcd918e2cb2a0a10fd689a39b68dae9c42d497c6f9c95ca98893a85f8efa,Entropy: 5.43 bits,circle
337,Quantum Key: 909d7e2535c147064cbba828cd2ff381a10034b683b8933cb87f0b8ae377093e,Entropy: 6.34 bits,rect
338,Quantum Key: e74e2c7bec90b419b7b343754cee56d3082342430566b57d77026a0876e11a3c,Entropy: 5.14 bits,rect
339,Quantum Key: 624974bad96cd300d1e4da0a6d55ec88eaa36f89eee3ee1b22784927659650bd,Entropy: 6.29 bits,ellipse
340,Quantum Key: 3b090904f571c1b298103b68ff7e3269d1f85a3f62c75d8cad4d718a5e90d96a,Entropy: 5.24 bits,circle
341,Quantum Key: 639eb5d455f1e023c343c1569de7d20e9a939669d22f07001ac479062f5db0eb,Entropy: 3.93 bits,circle
342,Quantum Key: 2a91629db3c82aa50f96b5014edeba87145034fe13fff7962ec1f824d1aaae6f,Entropy: 6.34 bits,circle
343,Quantum Key: fab43e1e9fcb65c1543c3933c373779d382b5d4b6e81b8a1311dd6ad8fd2a19d,Entropy: 4.56 bits,ellipse
344,Quantum Key: b9fe2d5c814743c330293bf3580dff6a8af8aa1cec4f445975aa872863e6dcfe,Entropy: 4.59 bits,rect
345,Quantum Key: 79418391f1620f5d685628b99b7c87dfe7be91997f72054fbe76aa2e19fe6332,Entropy: 6.29 bits,circle
346,Quantum Key: e64b30e0930b29eb04cd53e728b3def75307d954b135ba1ad9d8fffff34b268c,Entropy: 6.65 bits,circle
347,Quantum Key: 6c8a750e0f6e85e15ad8c42e59ffdcf573ab0b62ba26aa6e4880f57d7618f7f7,Entropy: 5.99 bits,circle
348,Quantum Key: 555f09ef7fee980c5dcc09a19b53445ca903d8e9ae8e1963a75b96885681dbfb,Entropy: 6.21 bits,ellipse
349,Quantum Key: 8ad1129bece4fc0e9a56c9c398583dc6571e3ace6341e59330ea3571151c39b5,Entropy: 5.44 bits,circle
350,Quantum Key: 44be6a117590d7408d76186e960aa98e41b1bb7aaec2609bb59d04cabf4a0bb0,Entropy: 3.93 bits,ellipse
351,Quantum Key: 1096f349d88fbfc2fe5794abec885946c35b83b6ceb9882377dbb3984323732c,Entropy: 5.47 bits,rect
352,Quantum Key: 0aa0929b597cef5b747ce74f9380572be928c17affa10a7fe5922afad5b6d9f0,Entropy: 5.49 bits,rect
353,Quantum Key: 51cdd30389402c125f72b95e1c1064c17b4ccfd72c99ef7900d665865617b938,Entropy: 5.20 bits,circle
354,Quantum Key: 83e4293c2574888379c214341197f372b58de1aae6b4dc15ed8aabbcc4d78328,Entropy: 6.45 bits,rect
355,Quantum Key: 0273b45ddefd5d4a7a460df21ad1b419651cb841f1afa2c85f6b9e9c7cf5f177,Entropy: 4.83 bits,rect
356,Quantum Key: 20b14d5596903c70b92d665b090ee9e2833a016ecfd856ae308bfe7f07dd0eb5,Entropy: 6.05 bits,ellipse
357,Quantum Key: 10eb8993449c4196c32d4674dae0d7be4ba0e988e2647252ba4a929b72b17d36,Entropy: 5.82 bits,rect
358,Quantum Key: 9ec70af83bd2d0c6f7130adcbb9110d76d8d50794da7974cc23a42852bc35489,Entropy: 4.75 bits,ellipse
359,Quantum Key: 4012b840a5a215f19505b5b7bb2835be322b6f6ab22aad0c3aa97133f2d66b4d,Entropy: 6.78 bits,circle
360,Quantum Key: 729139a81fcd293e4dcdbc7c2f77e04367284b2e3909160d10323f9c8659a746,Entropy: 4.87 bits,rect
361,Quantum Key: 0a8db168e25c034068d7080e16d2610d2274cc7964f750d9910e85b92bd54c92,Entropy: 2.16 bits,rect
362,Quantum Key: b969b01ba70385babab549aed19744aae1deed831fbb17235a756c302c669290,Entropy: 6.66 bits,ellipse
363,Quantum Key: 21db1be302379c13ceb9e74b390e711e7f603582121e8917d0d10c67e2bf50c6,Entropy: 2.26 bits,circle
364,Quantum Key: 1167f519d8e268ce273da3325f1f390ccb407b1373917ab2607e5470ef80edde,Entropy: 5.86 bits,ellipse
365,Quantum Key: 2e2b33f2626d12f9ff13627c53b535581c6b6e6d68eb697301b1fab21f5348f0,Entropy: 6.95 bits,rect
366,Quantum Key: f7b9b6b3729bd20e7d4d7170246e8f61d1ae18c7cd201a0835b9dac53a3b4f95,Entropy: 5.98 bits,circle
367,Quantum Key: 6d1eda11f84b1f508e9b9ef50d145a2d5b0e77ddce647d56a2d9b5500fdd3ca4,Entropy: 6.12 bits,circle
368,Quantum Key: ba1330fb1503861cdedbdcb5fa5162dab238b91a6a4d8aabc8a5b8114436ec8f,Entropy: 6.31 bits,circle
369,Quantum Key: 0f5049de8af70daa00439873f38b7fb79d70c34b09d90ebdea3b88b6a2c110ce,Entropy: 5.75 bits,rect
370,Quantum Key: 5c5ac3e922e83593c3eec7ae83220639e6094c962d70fce2b50a6026d655929c,Entropy: 6.28 bits,rect
371,Quantum Key: e226d0c231d6a695e8bf52260ad8215ef384a4c6650905a11e25957b09266f4b,Entropy: 5.78 bits,ellipse
372,Quantum Key: 6a805c491740b94c43290064d41a92d3b6cea6ee3a83c800aa8930b2253c5742,Entropy: 5.82 bits,ellipse
373,Quantum Key: 359f74140dd895e801f4a6b99f012ffbb5340ca2337374a8608aa3bd3068d36e,Entropy: 5.98 bits,ellipse
374,Quantum Key: 7ded43a37a080bfc2ae074cf929dcef55d2259c89239ba82c728a2e78b878741,Entropy: 5.43 bits,ellipse
375,Quantum Key: 29a4351645e430eeac5efdbe6decb43692f67f1ffc9af94c664538b770b0d15f,Entropy: 3.52 bits,circle
376,Quantum Key: 852ac1c62da3e5b02ce3d13d73c20e6951c0e450f19ff466518415e074d34f53,Entropy: 5.19 bits,rect
377,Quantum Key: 5eaac75b838a10b58439ff2fddffdb423c75c6f284e4db8a611b8b654c3c6aec,Entropy: 6.66 bits,rect
378,Quantum Key: 9188b0cd96f569cfc6094f9fda64d9754db4ad927548ace8186317fcf44c1200,Entropy: 6.54 bits,ellipse
379,Quantum Key: fb55b89cc2ed00e55f96fef82a590a052129f2e5131d82c52cf68197c404742a,Entropy: 4.91 bits,circle
380,Quantum Key: 5ceb6965a90a63050a527474d2b09dfa98e2132ca3c53a3a55425bdd9e38b822,Entropy: 5.94 bits,rect
381,Quantum Key: 6d007a3a981e48bdabe5a98865de5b15bbb9f6d2363c0e3c5baeb87b86472c14,Entropy: 6.10 bits,rect
382,Quantum Key: 475239c7663a418e8c2900aa876bbcc16a2ac11d5d408e0a28d909504a30598b,Entropy: 5.94 bits,rect
383,Quantum Key: 2e306fab623a81b0994ff218c28d44ced940c2c383ba38c18c65727036979034,Entropy: 5.96 bits,rect
384,Quantum Key: 8fab47684d6ba98ddcaff9ea3337a650e04df71903acf1470d848ff53b9e58ed,Entropy: 6.44 bits,circle
385,Quantum Key: 7d0894d5b94e90f57296b10e5cedaf0e24b7843c3445b8dd175be97a91d545ad,Entropy: 5.87 bits,ellipse
386,Quantum Key: 01f451eec34123a73fc3c26507d495f552f052795a8c6bc4fe4171e5e5721742,Entropy: 5.98 bits,rect
387,Quantum Key: c5685c114bf0bea2e179373556d181ed1795c4d33bfc2808f6ddf7f52ba26620,Entropy: 5.82 bits,circle
388,Quantum Key: 50a3eea04bc3215e016292fd5a9d2e39b23b0198d2d2105147412f99988c3d99,Entropy: 4.73 bits,rect
389,Quantum Key: 93cc2fe9136e198f5d840d5dfcee0d6955a521d5aa6fce2eca34d6bf1c210de1,Entropy: 5.23 bits,rect
390,Quantum Key: c6de040d5871cdf107827e8164dc39e9ccc13323ec5b582bd8f5713699838195,Entropy: 6.33 bits,circle
391,Quantum Key: d2c044f74500b76c01ab40e66db1430426e5fa73609b1dc07f363e58573ad6b9,Entropy: 2.41 bits,ellipse
392,Quantum Key: 782abb36caef603716d8c0a2873cef0ee49045b2d46fcd10de13105f6d6335fc,Entropy: 6.69 bits,ellipse
393,Quantum Key: fd8649b76b6e0d5341f09aad8b269da1fcebda82b2c7d9df637e83924c339631,Entropy: 2.11 bits,ellipse
394,Quantum Key: dc792aa0d2d4fbe7ca9e52f735c7d4f5ed85d936b11d5480cf22946e1a91df8d,Entropy: 2.97 bits,ellipse
395,Quantum Key: 593b4b942da3e9c7e4050b3305d6dcdbc825afe842871a0cd6065b69c7e6b63e,Entropy: 6.90 bits,rect
396,Quantum Key: 3ee553777130d47a28514a69c90b29b72c61098309f9876d5aa3f6a02f72448f,Entropy: 6.24 bits,ellipse
397,Quantum Key: 33ac439c779b5c6d7001702d32db482373563f4dc0d6c4702a27c965b7fa8635,Entropy: 5.88 bits,ellipse
398,Quantum Key: 302bb472dadbe679c96bc4b772d36b9538f28fd065763eccba3d93f95264ed29,Entropy: 6.65 bits,rect
399,Quantum Key: 1e298b91e65b4cc698e16a36f98e8fc911cc0c1a134bd5d53fd59f2a1e76edf4,Entropy: 4.94 bits,circle
400,Quantum Key: e8d1a629a0dc806cf0cea70a1a6368f1ae916203fed269c1c7d964d9f89de496,Entropy: 6.35 bits,circle
401,Quantum Key: 4841fe81a3d57213638693530d491377463e4c64a7cef5142c6fe992e06ac601,Entropy: 5.26 bits,circle
402,Quantum Key: 2cec770fa8df22b091b0603968fef37c85084373ef5a5769d598df595c7c6b8a,Entropy: 4.66 bits,rect
403,Quantum Key: b0e64814d87dc092865e209007182ddf9cadb1582e0f7af5a51184327283c2a2,Entropy: 5.00 bits,rect
